,Unnamed: 0,datetime,year,month,week,day,night,morning,noon,evening,season_summer,season_winter,season_spring,season_monsoon,season_autumn,month_cos,month_sin,week_cos,week_sin, _dewptm_bars, _fog, _hail, _hum_bars, _pressurem_bars, _rain, _snow, _thunder, _tornado, _vism_bars, _wspdm_bars,Temp,sequence
0,0,2002-09-01,2002.0,9.0,35.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.23241426779779115,0.07701623922398132,19.0,-0.0,0.0,15.0,6.0,-0.0,-0.0,0.0,-0.0,19.0,10.0,8.0,0
1,1,2002-09-02,2002.0,9.0,36.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4999999999999999,0.0,0.2843389524791031,0.048402759996589495,19.0,0.0,-0.0,11.0,8.0,-0.0,0.0,0.0,0.0,15.0,3.0,8.0,0
2,2,2002-09-03,2002.0,9.0,36.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4999999999999999,0.0,0.2843389524791031,0.048402759996589495,16.0,-0.0,-0.0,10.0,6.0,-0.0,0.0,-0.0,0.0,13.0,11.0,8.0,0
3,3,2002-09-04,2002.0,9.0,36.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4999999999999999,0.0,0.2843389524791031,0.048402759996589495,18.0,-0.0,-0.0,9.0,7.0,0.0,0.0,-0.0,-0.0,12.0,1.0,8.0,0
4,4,2002-09-05,2002.0,9.0,36.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.2843389524791031,0.048402759996589495,15.0,-0.0,0.0,8.0,7.0,-0.0,0.0,0.0,-0.0,14.0,1.0,10.0,0
5,5,2002-09-08,2002.0,9.0,36.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4999999999999998,0.0,0.2843389524791031,0.048402759996589495,16.0,-0.0,0.0,9.0,6.0,0.0,0.0,-0.0,0.0,8.0,1.0,8.0,0
4,4,2002-09-05,2002.0,9.0,36.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.2843389524791031,0.048402759996589495,15.0,-0.0,0.0,8.0,7.0,-0.0,0.0,0.0,-0.0,14.0,1.0,10.0,1
5,5,2002-09-08,2002.0,9.0,36.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4999999999999998,0.0,0.2843389524791031,0.048402759996589495,16.0,-0.0,0.0,9.0,6.0,0.0,0.0,-0.0,0.0,8.0,1.0,8.0,1
6,6,2002-09-09,2002.0,9.0,37.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4999999999999999,0.0,0.33928487657653045,0.026128716105487115,18.0,0.0,-0.0,9.0,6.0,-0.0,0.0,0.0,-0.0,18.0,1.0,8.0,1
7,7,2002-09-10,2002.0,9.0,37.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4999999999999998,0.0,0.33928487657653045,0.026128716105487115,17.0,-0.0,-0.0,10.0,6.0,0.0,-0.0,0.0,0.0,8.0,8.0,8.0,1
