,Unnamed: 0,datetime,year,month,week,day,night,morning,noon,evening,season_summer,season_winter,season_spring,season_monsoon,season_autumn,month_cos,month_sin,week_cos,week_sin, _dewptm_bars, _fog, _hail, _hum_bars, _pressurem_bars, _rain, _snow, _thunder, _tornado, _vism_bars, _wspdm_bars,Temp,sequence
0,0,2006-04-01,2006.0,4.0,13.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2500000000000001,0.9330127018922194,0.5143902334072789,1.0,10.0,-0.0,-0.0,7.0,11.0,-0.0,-0.0,-0.0,-0.0,8.0,1.0,6.0,0
1,1,2006-04-02,2006.0,4.0,13.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2500000000000001,0.9330127018922194,0.5143902334072789,1.0,9.0,0.0,-0.0,12.0,8.0,0.0,-0.0,-0.0,-0.0,8.0,1.0,5.0,0
0,0,2006-04-01,2006.0,4.0,13.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2500000000000001,0.9330127018922194,0.5143902334072789,1.0,10.0,-0.0,-0.0,7.0,11.0,-0.0,-0.0,-0.0,-0.0,8.0,1.0,6.0,1
1,1,2006-04-02,2006.0,4.0,13.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2500000000000001,0.9330127018922194,0.5143902334072789,1.0,9.0,0.0,-0.0,12.0,8.0,0.0,-0.0,-0.0,-0.0,8.0,1.0,5.0,1
2,2,2006-04-03,2006.0,4.0,14.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2500000000000001,0.9330127018922194,0.4551235777621594,0.9982437317643214,9.0,0.0,-0.0,13.0,9.0,0.0,-0.0,0.0,-0.0,8.0,1.0,6.0,1
3,3,2006-04-04,2006.0,4.0,14.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2500000000000001,0.9330127018922194,0.4551235777621594,0.9982437317643214,7.0,-0.0,0.0,9.0,7.0,-0.0,-0.0,0.0,-0.0,8.0,1.0,6.0,1
4,4,2006-04-05,2006.0,4.0,14.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2500000000000001,0.9330127018922194,0.4551235777621594,0.9982437317643214,14.0,-0.0,-0.0,14.0,4.0,-0.0,0.0,-0.0,-0.0,8.0,4.0,6.0,1
5,5,2006-04-06,2006.0,4.0,14.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2500000000000001,0.9330127018922194,0.4551235777621594,0.9982437317643214,14.0,0.0,0.0,15.0,7.0,-0.0,0.0,-0.0,-0.0,8.0,7.0,6.0,1
6,6,2006-04-07,2006.0,4.0,14.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2500000000000001,0.9330127018922194,0.4551235777621594,0.9982437317643214,14.0,-0.0,0.0,18.0,6.0,0.0,-0.0,-0.0,-0.0,8.0,1.0,6.0,1
7,7,2006-04-08,2006.0,4.0,14.0,8.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2500000000000001,0.9330127018922194,0.4551235777621594,0.9982437317643214,14.0,0.0,-0.0,12.0,6.0,-0.0,-0.0,0.0,0.0,8.0,1.0,6.0,1
8,8,2006-04-09,2006.0,4.0,14.0,9.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2500000000000001,0.9330127018922194,0.4551235777621594,0.9982437317643214,13.0,-0.0,-0.0,9.0,5.0,0.0,0.0,1.0,0.0,8.0,1.0,7.0,1
7,7,2006-04-08,2006.0,4.0,14.0,8.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2500000000000001,0.9330127018922194,0.4551235777621594,0.9982437317643214,14.0,0.0,-0.0,12.0,6.0,-0.0,-0.0,0.0,0.0,8.0,1.0,6.0,2
8,8,2006-04-09,2006.0,4.0,14.0,9.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2500000000000001,0.9330127018922194,0.4551235777621594,0.9982437317643214,13.0,-0.0,-0.0,9.0,5.0,0.0,0.0,1.0,0.0,8.0,1.0,7.0,2
9,9,2006-04-10,2006.0,4.0,15.0,10.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2500000000000001,0.9330127018922194,0.3964807197586972,0.9894932136984012,17.0,-0.0,0.0,8.0,6.0,-0.0,-0.0,-0.0,-0.0,8.0,4.0,6.0,2
10,10,2006-04-11,2006.0,4.0,15.0,11.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2500000000000001,0.9330127018922194,0.3964807197586972,0.9894932136984012,10.0,0.0,0.0,8.0,3.0,0.0,-0.0,1.0,-0.0,8.0,1.0,9.0,2
11,11,2006-04-12,2006.0,4.0,15.0,12.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2500000000000001,0.9330127018922194,0.3964807197586972,0.9894932136984012,14.0,0.0,0.0,8.0,8.0,0.0,-0.0,-0.0,-0.0,8.0,1.0,9.0,2
12,12,2006-04-13,2006.0,4.0,15.0,13.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2500000000000001,0.9330127018922194,0.3964807197586972,0.9894932136984012,15.0,0.0,-0.0,7.0,7.0,0.0,0.0,-0.0,0.0,8.0,4.0,8.0,2
13,13,2006-04-14,2006.0,4.0,15.0,14.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2500000000000001,0.9330127018922194,0.3964807197586972,0.9894932136984012,16.0,0.0,0.0,8.0,7.0,0.0,0.0,-0.0,-0.0,8.0,1.0,8.0,2
14,14,2006-04-15,2006.0,4.0,15.0,15.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2500000000000001,0.9330127018922194,0.3964807197586972,0.9894932136984012,16.0,-0.0,-0.0,6.0,6.0,-0.0,0.0,-0.0,-0.0,8.0,1.0,7.0,2
15,15,2006-04-16,2006.0,4.0,15.0,16.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2500000000000001,0.9330127018922194,0.3964807197586972,0.9894932136984012,14.0,-0.0,-0.0,8.0,4.0,0.0,-0.0,0.0,0.0,8.0,4.0,7.0,2
14,14,2006-04-15,2006.0,4.0,15.0,15.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2500000000000001,0.9330127018922194,0.3964807197586972,0.9894932136984012,16.0,-0.0,-0.0,6.0,6.0,-0.0,0.0,-0.0,-0.0,8.0,1.0,7.0,3
15,15,2006-04-16,2006.0,4.0,15.0,16.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2500000000000001,0.9330127018922194,0.3964807197586972,0.9894932136984012,14.0,-0.0,-0.0,8.0,4.0,0.0,-0.0,0.0,0.0,8.0,4.0,7.0,3
16,16,2006-04-17,2006.0,4.0,16.0,17.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2500000000000001,0.9330127018922194,0.3392848765765307,0.9738712838945128,14.0,-0.0,0.0,8.0,4.0,-0.0,0.0,0.0,0.0,8.0,1.0,5.0,3
17,17,2006-04-18,2006.0,4.0,16.0,18.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2500000000000001,0.9330127018922194,0.3392848765765307,0.9738712838945128,16.0,-0.0,-0.0,7.0,6.0,0.0,0.0,-0.0,0.0,8.0,1.0,6.0,3
18,18,2006-04-19,2006.0,4.0,16.0,19.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2500000000000001,0.9330127018922194,0.3392848765765307,0.9738712838945128,13.0,-0.0,-0.0,12.0,3.0,-0.0,-0.0,0.0,-0.0,8.0,1.0,5.0,3
19,19,2006-04-20,2006.0,4.0,16.0,20.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2500000000000001,0.9330127018922194,0.3392848765765307,0.9738712838945128,14.0,-0.0,0.0,13.0,5.0,0.0,0.0,0.0,0.0,8.0,1.0,7.0,3
20,20,2006-04-21,2006.0,4.0,16.0,21.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2500000000000001,0.9330127018922194,0.3392848765765307,0.9738712838945128,15.0,-0.0,-0.0,10.0,6.0,-0.0,-0.0,0.0,0.0,3.0,1.0,6.0,3
21,21,2006-04-22,2006.0,4.0,16.0,22.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2500000000000001,0.9330127018922194,0.3392848765765307,0.9738712838945128,13.0,-0.0,0.0,18.0,4.0,0.0,-0.0,-0.0,0.0,8.0,1.0,6.0,3
22,22,2006-04-23,2006.0,4.0,16.0,23.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2500000000000001,0.9330127018922194,0.3392848765765307,0.9738712838945128,16.0,0.0,0.0,17.0,4.0,0.0,0.0,-0.0,0.0,8.0,1.0,7.0,3
21,21,2006-04-22,2006.0,4.0,16.0,22.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2500000000000001,0.9330127018922194,0.3392848765765307,0.9738712838945128,13.0,-0.0,0.0,18.0,4.0,0.0,-0.0,-0.0,0.0,8.0,1.0,6.0,4
22,22,2006-04-23,2006.0,4.0,16.0,23.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2500000000000001,0.9330127018922194,0.3392848765765307,0.9738712838945128,16.0,0.0,0.0,17.0,4.0,0.0,0.0,-0.0,0.0,8.0,1.0,7.0,4
23,23,2006-04-24,2006.0,4.0,17.0,24.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2500000000000001,0.9330127018922194,0.284338952479103,0.9515972400034104,16.0,0.0,-0.0,17.0,2.0,-0.0,-0.0,-0.0,0.0,8.0,7.0,5.0,4
24,24,2006-04-25,2006.0,4.0,17.0,25.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2500000000000001,0.9330127018922194,0.284338952479103,0.9515972400034104,14.0,0.0,0.0,12.0,5.0,0.0,0.0,0.0,0.0,8.0,15.0,7.0,4
25,25,2006-04-26,2006.0,4.0,17.0,26.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2500000000000001,0.9330127018922194,0.284338952479103,0.9515972400034104,13.0,-0.0,-0.0,6.0,3.0,0.0,-0.0,-0.0,0.0,8.0,4.0,6.0,4
26,26,2006-04-27,2006.0,4.0,17.0,27.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2500000000000001,0.9330127018922194,0.284338952479103,0.9515972400034104,13.0,0.0,0.0,16.0,3.0,-0.0,-0.0,-0.0,-0.0,8.0,4.0,6.0,4
27,27,2006-04-28,2006.0,4.0,17.0,28.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2500000000000001,0.9330127018922194,0.284338952479103,0.9515972400034104,9.0,0.0,0.0,15.0,4.0,-0.0,-0.0,0.0,-0.0,8.0,4.0,7.0,4
28,28,2006-04-29,2006.0,4.0,17.0,29.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2500000000000001,0.9330127018922194,0.284338952479103,0.9515972400034104,15.0,-0.0,0.0,16.0,2.0,-0.0,-0.0,0.0,0.0,8.0,9.0,7.0,4
29,29,2006-04-30,2006.0,4.0,17.0,30.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2500000000000001,0.9330127018922194,0.284338952479103,0.9515972400034104,12.0,-0.0,0.0,17.0,12.0,-0.0,-0.0,-0.0,0.0,8.0,7.0,8.0,4
28,28,2006-04-29,2006.0,4.0,17.0,29.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2500000000000001,0.9330127018922194,0.284338952479103,0.9515972400034104,15.0,-0.0,0.0,16.0,2.0,-0.0,-0.0,0.0,0.0,8.0,9.0,7.0,5
29,29,2006-04-30,2006.0,4.0,17.0,30.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2500000000000001,0.9330127018922194,0.284338952479103,0.9515972400034104,12.0,-0.0,0.0,17.0,12.0,-0.0,-0.0,-0.0,0.0,8.0,7.0,8.0,5
30,30,2006-05-01,2006.0,5.0,18.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.2324142677977913,0.9229837607760186,8.0,0.0,0.0,18.0,11.0,0.0,0.0,-0.0,0.0,8.0,5.0,7.0,5
