datetime, _conds, _dewptm, _fog, _hail, _hum, _pressurem, _rain, _snow, _tempm, _thunder, _tornado, _vism, _wspdm,year,month,week,day,hour,night,morning,noon,evening,hour_cos,hour_sin,month_cos,month_sin,week_cos,week_sin, _dewptm_bars, _hum_bars, _pressurem_bars, _vism_bars, _wspdm_bars,Temp
2000-08-01,Haze,0.7127371273712737,0.0,0.0,0.693287037037037,0.19071310116086287,0.0,0.0,29.22222222222222,0.0,0.0,0.0537037037037037,0.30600600600600597,2000.0,8.0,31.0,1.0,10.666666666666666,1.0,0.0,0.0,0.0,0.8932286679177839,0.4999999999999999,0.2499999999999998,0.06698729810778076,0.06866035299699247,0.24562272746429972,17,15,4,14,11,7.0
2000-08-01,Haze,0.7414634146341464,0.0,0.0,0.5541666666666666,0.19552238805970196,0.0,0.0,34.0,0.0,0.0,0.05666666666666668,0.34,2000.0,8.0,31.0,1.0,7.0,0.0,1.0,0.0,0.0,0.37928932188134523,0.9504983837549122,0.24999999999999978,0.06698729810778076,0.06866035299699247,0.24562272746429975,18,11,4,15,12,9.0
2000-08-01,Haze,0.7276422764227642,0.0,0.0,0.5538194444444443,0.18159203980099559,0.0,0.0,33.333333333333336,0.0,0.0,0.05555555555555555,0.2837837837837838,2000.0,8.0,31.0,1.0,12.5,0.0,0.0,1.0,0.0,0.0524158965555365,0.4410744349011211,0.24999999999999978,0.06698729810778076,0.06866035299699247,0.24562272746429972,18,11,3,15,10,8.0
2000-08-01,Haze,0.7073170731707318,0.0,0.0,0.625,0.19216417910447836,0.0,0.0,30.5,0.0,0.0,0.058333333333333334,0.20067567567567568,2000.0,8.0,31.0,1.0,17.5,0.0,0.0,0.0,1.0,0.43749999999999983,0.025265367954678097,0.24999999999999978,0.06698729810778076,0.06866035299699247,0.24562272746429975,17,13,4,16,7,7.0
2000-08-02,Haze,0.7046070460704607,0.0,0.0,0.6655092592592592,0.1981757877280271,0.0,0.0,29.444444444444443,0.0,0.0,0.0524074074074074,0.333933933933934,2000.0,8.0,31.0,2.0,10.666666666666666,1.0,0.0,0.0,0.0,0.8932286679177839,0.4999999999999999,0.2499999999999998,0.06698729810778076,0.06866035299699247,0.24562272746429972,17,14,5,14,12,7.0
2000-08-02,Haze,0.7170731707317074,0.0,0.0,0.5187499999999999,0.20597014925373144,0.0,0.0,34.0,0.0,0.0,0.06666666666666667,0.39999999999999997,2000.0,8.0,31.0,2.0,7.0,0.0,1.0,0.0,0.0,0.37928932188134523,0.9504983837549122,0.24999999999999978,0.06698729810778076,0.06866035299699247,0.24562272746429975,17,10,5,18,14,9.0
2000-08-02,Haze,0.7113821138211383,0.0,0.0,0.5225694444444443,0.1965174129353239,0.0,0.0,33.666666666666664,0.0,0.0,0.05555555555555555,0.20045045045045048,2000.0,8.0,31.0,2.0,12.5,0.0,0.0,1.0,0.0,0.0524158965555365,0.4410744349011211,0.24999999999999978,0.06698729810778076,0.06866035299699247,0.24562272746429972,17,11,4,15,7,8.0
2000-08-02,Haze,0.701219512195122,0.0,0.0,0.625,0.20895522388059717,0.0,0.0,30.25,0.0,0.0,0.05,0.22635135135135137,2000.0,8.0,31.0,2.0,17.5,0.0,0.0,0.0,1.0,0.43749999999999983,0.025265367954678097,0.24999999999999978,0.06698729810778076,0.06866035299699247,0.24562272746429975,17,13,6,13,8,7.0
2000-08-03,Haze,0.6937669376693766,0.0,0.0,0.670138888888889,0.20812603648424557,0.0,0.0,29.0,0.0,0.0,0.04925925925925925,0.31141141141141143,2000.0,8.0,31.0,3.0,10.666666666666666,1.0,0.0,0.0,0.0,0.8932286679177839,0.4999999999999999,0.2499999999999998,0.06698729810778076,0.06866035299699247,0.24562272746429972,17,14,6,13,11,7.0
2000-08-03,Mostly Cloudy,0.6829268292682927,0.0,0.0,0.46874999999999994,0.20895522388059717,0.0,0.0,34.0,0.0,0.0,0.05,0.4,2000.0,8.0,31.0,3.0,7.0,0.0,1.0,0.0,0.0,0.3705904774487397,0.9829629131445341,0.24999999999999978,0.06698729810778076,0.06866035299699247,0.24562272746429975,16,9,6,13,14,9.0
2000-08-03,Haze,0.7195121951219513,0.0,0.0,0.5677083333333333,0.20522388059701502,0.0,0.0,32.5,0.0,0.0,0.05,0.07567567567567568,2000.0,8.0,31.0,3.0,14.5,0.0,0.0,1.0,0.0,0.10671695375725332,0.19822330470336327,0.24999999999999978,0.06698729810778076,0.06866035299699247,0.24562272746429975,18,12,5,13,3,8.0
2000-08-03,Haze,0.7073170731707318,0.0,0.0,0.6249999999999999,0.2145522388059704,0.0,0.0,30.5,0.0,0.0,0.05,0.20067567567567568,2000.0,8.0,31.0,3.0,17.5,0.0,0.0,0.0,1.0,0.43749999999999983,0.025265367954678097,0.24999999999999978,0.06698729810778076,0.06866035299699247,0.24562272746429975,17,13,6,13,7,7.0
2000-08-04,Clear,0.7317073170731708,0.0,0.0,0.8333333333333334,0.20895522388059717,0.0,0.0,27.0,0.0,0.0,0.04666666666666666,0.2256756756756757,2000.0,8.0,31.0,4.0,22.5,1.0,0.0,0.0,0.0,0.9579878075183766,0.3102952387243695,0.24999999999999978,0.06698729810778076,0.06866035299699247,0.24562272746429975,18,18,6,12,8,6.0
2000-08-04,Haze,0.7219512195121952,0.0,0.0,0.4937499999999999,0.21940298507462722,0.0,0.0,35.0,0.0,0.0,0.07499999999999998,0.54,2000.0,8.0,31.0,4.0,7.0,0.0,1.0,0.0,0.0,0.37928932188134523,0.9504983837549122,0.24999999999999978,0.06698729810778076,0.06866035299699247,0.24562272746429975,18,10,7,19,19,9.0
2000-08-04,Haze,0.7398373983739838,0.0,0.0,0.579861111111111,0.20895522388059717,0.0,0.0,33.5,0.0,0.0,0.059722222222222225,0.3337837837837838,2000.0,8.0,31.0,4.0,12.5,0.0,0.0,1.0,0.0,0.0524158965555365,0.4410744349011211,0.24999999999999978,0.06698729810778076,0.06866035299699247,0.24562272746429972,18,12,6,16,12,8.0
2000-08-04,Haze,0.7560975609756098,0.0,0.0,0.8203125000000001,0.2145522388059704,0.0,0.0,28.25,0.0,0.0,0.05,0.1506756756756757,2000.0,8.0,31.0,4.0,17.5,0.0,0.0,0.0,1.0,0.43749999999999983,0.025265367954678097,0.24999999999999978,0.06698729810778076,0.06866035299699247,0.24562272746429975,19,18,6,13,6,7.0
2000-08-05,Haze,0.7208672086720866,0.0,0.0,0.6921296296296295,0.20812603648424588,0.0,0.0,29.555555555555557,0.0,0.0,0.05333333333333333,0.2617117117117117,2000.0,8.0,31.0,5.0,10.666666666666666,1.0,0.0,0.0,0.0,0.8932286679177839,0.4999999999999999,0.2499999999999998,0.06698729810778076,0.06866035299699247,0.24562272746429972,18,15,6,14,10,7.0
2000-08-05,Haze,0.7073170731707318,0.0,0.0,0.4666666666666666,0.2119402985074629,0.0,0.0,35.4,0.0,0.0,0.07166666666666667,0.49027027027027026,2000.0,8.0,31.0,5.0,7.0,0.0,1.0,0.0,0.0,0.37928932188134523,0.9504983837549122,0.24999999999999978,0.06698729810778076,0.06866035299699247,0.24562272746429975,17,9,6,19,18,9.0
2000-08-05,Haze,0.7520325203252032,0.0,0.0,0.5225694444444444,0.1965174129353239,0.0,0.0,35.5,0.0,0.0,0.05777777777777777,0.300900900900901,2000.0,8.0,31.0,5.0,12.5,0.0,0.0,1.0,0.0,0.0524158965555365,0.4410744349011211,0.24999999999999978,0.06698729810778076,0.06866035299699247,0.24562272746429972,19,11,4,15,11,9.0
2000-08-05,Haze,0.7865853658536586,0.0,0.0,0.7291666666666667,0.20149253731343286,0.0,0.0,31.5,0.0,0.0,0.041666666666666664,0.13783783783783785,2000.0,8.0,31.0,5.0,17.5,0.0,0.0,0.0,1.0,0.43749999999999983,0.025265367954678097,0.24999999999999978,0.06698729810778076,0.06866035299699247,0.24562272746429975,19,15,5,11,5,8.0
2000-08-06,Haze,0.7012195121951219,0.0,0.0,0.6041666666666667,0.2070895522388061,0.0,0.0,30.875,0.0,0.0,0.05166666666666666,0.36250000000000004,2000.0,8.0,31.0,6.0,9.125,1.0,0.0,0.0,0.0,0.88201188726444,0.5161761903189075,0.24999999999999978,0.06698729810778076,0.06866035299699247,0.24562272746429972,17,12,6,14,13,7.0
2000-08-06,Haze,0.7170731707317074,0.0,0.0,0.45624999999999993,0.20746268656716432,0.0,0.0,36.0,0.0,0.0,0.08166666666666665,0.5005405405405405,2000.0,8.0,31.0,6.0,7.0,0.0,1.0,0.0,0.0,0.37928932188134523,0.9504983837549122,0.24999999999999978,0.06698729810778076,0.06866035299699247,0.24562272746429975,17,9,6,19,18,9.0
2000-08-06,Haze,0.7398373983739838,0.0,0.0,0.48437499999999994,0.19154228855721467,0.0,0.0,36.333333333333336,0.0,0.0,0.06944444444444443,0.2756756756756757,2000.0,8.0,31.0,6.0,12.5,0.0,0.0,1.0,0.0,0.0524158965555365,0.4410744349011211,0.24999999999999978,0.06698729810778076,0.06866035299699247,0.24562272746429972,18,10,4,19,10,9.0
2000-08-06,Haze,0.7926829268292683,0.0,0.0,0.6848958333333334,0.20149253731343286,0.0,0.0,32.75,0.0,0.0,0.05,0.23851351351351352,2000.0,8.0,31.0,6.0,17.5,0.0,0.0,0.0,1.0,0.43749999999999983,0.025265367954678097,0.24999999999999978,0.06698729810778076,0.06866035299699247,0.24562272746429975,19,14,5,13,9,8.0
2000-08-07,Haze,0.7398373983739837,0.0,0.0,0.6574074074074073,0.20812603648424557,0.0,0.0,31.22222222222222,0.0,0.0,0.05092592592592594,0.22882882882882885,2000.0,8.0,32.0,7.0,10.666666666666666,1.0,0.0,0.0,0.0,0.8932286679177839,0.4999999999999999,0.2499999999999998,0.06698729810778076,0.10178402520066385,0.19646662631461817,18,14,6,13,8,8.0
2000-08-07,Haze,0.6829268292682927,0.0,0.0,0.40104166666666663,0.21082089552238825,0.0,0.0,36.75,0.0,0.0,0.08333333333333333,0.35,2000.0,8.0,32.0,7.0,6.5,0.0,1.0,0.0,0.0,0.4375,0.9747346320453218,0.24999999999999978,0.06698729810778076,0.10178402520066382,0.19646662631461814,16,8,6,19,13,9.0
2000-08-07,Haze,0.7398373983739837,0.0,0.0,0.46006944444444436,0.19092039800995098,0.0,0.0,37.0,0.0,0.0,0.06833333333333332,0.33378378378378376,2000.0,8.0,32.0,7.0,12.5,0.0,0.0,1.0,0.0,0.0524158965555365,0.4410744349011211,0.24999999999999978,0.06698729810778076,0.10178402520066383,0.19646662631461817,18,9,4,18,12,10.0
2000-08-07,Haze,0.7865853658536586,0.0,0.0,0.6328125,0.20149253731343286,0.0,0.0,33.75,0.0,0.0,0.04291666666666666,0.11283783783783785,2000.0,8.0,32.0,7.0,17.5,0.0,0.0,0.0,1.0,0.43749999999999983,0.025265367954678097,0.24999999999999978,0.06698729810778076,0.10178402520066382,0.19646662631461814,19,13,5,11,4,8.0
2000-08-08,Haze,0.7317073170731707,0.0,0.0,0.63671875,0.20335820895522438,0.0,0.0,31.5,0.0,0.0,0.05041666666666666,0.2503378378378378,2000.0,8.0,32.0,8.0,11.875,1.0,0.0,0.0,0.0,0.8820118872644401,0.4838238096810924,0.24999999999999978,0.06698729810778076,0.10178402520066385,0.19646662631461817,18,13,5,13,9,8.0
2000-08-08,Haze,0.7073170731707318,0.0,0.0,0.4375,0.2064676616915424,0.0,0.0,36.333333333333336,0.0,0.0,0.08055555555555555,0.5504504504504504,2000.0,8.0,32.0,8.0,6.666666666666667,0.0,1.0,0.0,0.0,0.42528537731932886,0.9455054345792693,0.24999999999999978,0.06698729810778076,0.10178402520066382,0.19646662631461811,17,8,6,19,19,9.0
2000-08-08,Haze,0.7195121951219513,0.0,0.0,0.486111111111111,0.19154228855721467,0.0,0.0,35.333333333333336,0.0,0.0,0.06527777777777777,0.21756756756756757,2000.0,8.0,32.0,8.0,12.5,0.0,0.0,1.0,0.0,0.0524158965555365,0.4410744349011211,0.24999999999999978,0.06698729810778076,0.10178402520066383,0.19646662631461817,18,10,4,18,8,9.0
2000-08-08,Haze,0.7682926829268293,0.0,0.0,0.640625,0.20149253731343286,0.0,0.0,32.75,0.0,0.0,0.04666666666666666,0.18851351351351353,2000.0,8.0,32.0,8.0,17.5,0.0,0.0,0.0,1.0,0.43749999999999983,0.025265367954678097,0.24999999999999978,0.06698729810778076,0.10178402520066382,0.19646662631461814,19,13,5,12,7,8.0
2000-08-09,Haze,0.7479674796747967,0.0,0.0,0.6956018518518517,0.19983416252073008,0.0,0.0,30.77777777777778,0.0,0.0,0.05629629629629629,0.3003003003003003,2000.0,8.0,32.0,9.0,10.666666666666666,1.0,0.0,0.0,0.0,0.8932286679177839,0.4999999999999999,0.2499999999999998,0.06698729810778076,0.10178402520066385,0.19646662631461817,19,15,5,15,11,7.0
2000-08-09,Haze,0.702439024390244,0.0,0.0,0.4624999999999999,0.20000000000000034,0.0,0.0,35.2,0.0,0.0,0.08166666666666665,0.35027027027027036,2000.0,8.0,32.0,9.0,7.0,0.0,1.0,0.0,0.0,0.37928932188134523,0.9504983837549122,0.24999999999999978,0.06698729810778076,0.10178402520066383,0.19646662631461814,17,9,5,19,13,9.0
2000-08-09,Haze,0.7439024390243901,0.0,0.0,0.5468750000000001,0.18718905472636882,0.0,0.0,34.5,0.0,0.0,0.05722222222222221,0.24279279279279284,2000.0,8.0,32.0,9.0,12.5,0.0,0.0,1.0,0.0,0.0524158965555365,0.4410744349011211,0.24999999999999978,0.06698729810778076,0.10178402520066383,0.19646662631461817,18,11,3,15,9,9.0
2000-08-09,Haze,0.8231707317073171,0.0,0.0,0.8098958333333333,0.199626865671642,0.0,0.0,31.25,0.0,0.0,0.04208333333333333,0.31351351351351353,2000.0,8.0,32.0,9.0,17.5,0.0,0.0,0.0,1.0,0.43749999999999983,0.025265367954678097,0.24999999999999978,0.06698729810778076,0.10178402520066382,0.19646662631461814,19,17,5,11,11,8.0
2000-08-10,Haze,0.7859078590785907,0.0,0.0,0.8796296296296297,0.20646766169154251,0.0,0.0,28.333333333333332,0.0,0.0,0.052037037037037034,0.40600600600600595,2000.0,8.0,32.0,10.0,10.666666666666666,1.0,0.0,0.0,0.0,0.8932286679177839,0.4999999999999999,0.2499999999999998,0.06698729810778076,0.10178402520066385,0.19646662631461817,19,19,6,14,15,7.0
2000-08-10,Haze,0.7723577235772359,0.0,0.0,0.7638888888888888,0.21641791044776149,0.0,0.0,30.0,0.0,0.0,0.06666666666666667,0.3342342342342342,2000.0,8.0,32.0,10.0,6.0,0.0,1.0,0.0,0.0,0.5,0.988641942096356,0.24999999999999978,0.06698729810778076,0.10178402520066382,0.19646662631461811,19,16,7,18,12,7.0
2000-08-10,Haze,0.7609756097560976,0.0,0.0,0.8958333333333333,0.20597014925373144,0.0,0.0,27.0,0.0,0.0,0.05,0.42000000000000004,2000.0,8.0,32.0,10.0,13.0,0.0,0.0,1.0,0.0,0.04950161624508768,0.3792893218813454,0.24999999999999978,0.06698729810778076,0.10178402520066383,0.19646662631461814,19,19,5,13,15,6.0
2000-08-10,Haze,0.774390243902439,0.0,0.0,0.9244791666666666,0.21641791044776149,0.0,0.0,27.0,0.0,0.0,0.05,0.4378378378378378,2000.0,8.0,32.0,10.0,17.5,0.0,0.0,0.0,1.0,0.43749999999999983,0.025265367954678097,0.24999999999999978,0.06698729810778076,0.10178402520066382,0.19646662631461814,19,19,7,13,16,6.0
2000-08-11,Haze,0.7707317073170732,0.0,0.0,0.8854166666666666,0.2119402985074629,0.0,0.0,27.6,0.0,0.0,0.04933333333333333,0.45999999999999996,2000.0,8.0,32.0,11.0,2.0,1.0,0.0,0.0,0.0,0.9039058011260055,0.7331951230073506,0.24999999999999978,0.06698729810778076,0.10178402520066383,0.19646662631461814,19,19,6,13,16,6.0
2000-08-11,Haze,0.7658536585365854,0.0,0.0,0.7145833333333333,0.20895522388059717,0.0,0.0,30.8,0.0,0.0,0.06833333333333333,0.4902702702702702,2000.0,8.0,32.0,11.0,7.0,0.0,1.0,0.0,0.0,0.37928932188134523,0.9504983837549122,0.24999999999999978,0.06698729810778076,0.10178402520066383,0.19646662631461814,19,15,6,19,18,7.0
2000-08-11,Haze,0.7764227642276422,0.0,0.0,0.8072916666666666,0.1965174129353239,0.0,0.0,29.333333333333332,0.0,0.0,0.06666666666666667,0.2337837837837838,2000.0,8.0,32.0,11.0,12.5,0.0,0.0,1.0,0.0,0.0524158965555365,0.4410744349011211,0.24999999999999978,0.06698729810778076,0.10178402520066383,0.19646662631461817,19,17,4,18,9,7.0
2000-08-11,Haze,0.7886178861788619,0.0,0.0,0.8680555555555555,0.2064676616915424,0.0,0.0,28.666666666666668,0.0,0.0,0.05833333333333333,0.31711711711711715,2000.0,8.0,32.0,11.0,17.0,0.0,0.0,0.0,1.0,0.3735301591495797,0.0280081283210822,0.24999999999999978,0.06698729810778076,0.10178402520066382,0.19646662631461811,19,19,6,16,12,7.0
2000-08-22,Haze,0.7804878048780488,0.0,0.0,0.9375,0.21641791044776149,0.0,0.0,27.0,0.0,0.0,0.058333333333333334,0.1,2000.0,8.0,34.0,22.0,15.0,0.0,0.0,1.0,0.0,0.14644660940672605,0.14644660940672644,0.24999999999999978,0.06698729810778076,0.18423973128520837,0.11156748326082977,19,19,7,16,4,6.0
