,datetime,year,month,week,day,night,morning,noon,evening,season_summer,season_winter,season_spring,season_monsoon,season_autumn,month_cos,month_sin,week_cos,week_sin, _dewptm_bars, _fog, _hail, _hum_bars, _pressurem_bars, _rain, _snow, _thunder, _tornado, _vism_bars, _wspdm_bars,Temp
0,2000-06-10,2000.0,6.0,23.0,10.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5000000000000001,0.041585574972845214,0.7016502720814761,16.0,-0.0,0.0,15.0,5.0,0.0,-0.0,0.0,-0.0,12.0,1.0,6.0
1,2000-06-11,2000.0,6.0,23.0,11.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5000000000000001,0.041585574972845214,0.701650272081476,12.0,0.0,0.0,16.0,5.0,0.0,0.0,-0.0,-0.0,10.0,-0.0,6.0
2,2000-06-12,2000.0,6.0,24.0,12.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5000000000000001,0.02093976166303524,0.6460925438300754,12.0,-0.0,0.0,16.0,1.0,-0.0,0.0,-0.0,-0.0,15.0,2.0,6.0
3,2000-06-13,2000.0,6.0,24.0,13.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5000000000000001,0.02093976166303524,0.6460925438300754,14.0,-0.0,-0.0,15.0,1.0,0.0,-0.0,-0.0,0.0,12.0,9.0,7.0
4,2000-06-14,2000.0,6.0,24.0,14.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5000000000000001,0.02093976166303524,0.6460925438300754,14.0,0.0,0.0,12.0,1.0,0.0,-0.0,0.0,0.0,10.0,6.0,7.0
5,2000-06-15,2000.0,6.0,24.0,15.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5000000000000001,0.02093976166303524,0.6460925438300754,15.0,-0.0,-0.0,11.0,1.0,-0.0,0.0,0.0,0.0,14.0,6.0,7.0
6,2000-06-16,2000.0,6.0,24.0,16.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5000000000000001,0.02093976166303524,0.6460925438300754,14.0,-0.0,-0.0,11.0,0.0,-0.0,0.0,0.0,-0.0,7.0,4.0,7.0
7,2000-06-17,2000.0,6.0,24.0,17.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5000000000000001,0.02093976166303524,0.6460925438300754,16.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,8.0,5.0,6.0
8,2000-06-18,2000.0,6.0,24.0,18.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5000000000000001,0.02093976166303524,0.6460925438300754,17.0,-0.0,0.0,10.0,2.0,-0.0,0.0,0.0,-0.0,5.0,8.0,6.0
9,2000-06-19,2000.0,6.0,25.0,19.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5000000000000001,0.007012735030251739,0.5884839965021063,17.0,-0.0,0.0,9.0,3.0,-0.0,0.0,-0.0,-0.0,8.0,6.0,6.0
10,2000-06-20,2000.0,6.0,25.0,20.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5000000000000001,0.007012735030251739,0.5884839965021063,16.0,0.0,0.0,10.0,4.0,0.0,0.0,-0.0,-0.0,8.0,10.0,6.0
