,datetime,year,month,week,day,night,morning,noon,evening,season_summer,season_winter,season_spring,season_monsoon,season_autumn,month_cos,month_sin,week_cos,week_sin, _dewptm_bars, _fog, _hail, _hum_bars, _pressurem_bars, _rain, _snow, _thunder, _tornado, _vism_bars, _wspdm_bars,Temp
0,2004-06-01,2004.0,6.0,23.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5000000000000001,0.041585574972845214,0.7016502720814762,12.0,-0.0,-0.0,1.0,7.0,0.0,0.0,-0.0,-0.0,12.0,9.0,10.0
1,2004-06-02,2004.0,6.0,23.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5000000000000001,0.041585574972845214,0.7016502720814761,8.0,-0.0,-0.0,8.0,8.0,-0.0,0.0,-0.0,0.0,19.0,5.0,9.0
2,2004-06-03,2004.0,6.0,23.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5000000000000001,0.041585574972845214,0.7016502720814761,11.0,-0.0,-0.0,1.0,7.0,0.0,0.0,-0.0,0.0,18.0,5.0,7.0
3,2004-06-04,2004.0,6.0,23.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5000000000000001,0.041585574972845214,0.7016502720814761,8.0,0.0,-0.0,0.0,6.0,-0.0,-0.0,-0.0,0.0,18.0,14.0,7.0
4,2004-06-05,2004.0,6.0,23.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5000000000000001,0.041585574972845214,0.7016502720814762,10.0,-0.0,-0.0,4.0,5.0,-0.0,-0.0,-0.0,-0.0,19.0,14.0,5.0
5,2004-06-06,2004.0,6.0,23.0,6.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5000000000000001,0.041585574972845214,0.7016502720814762,8.0,-0.0,-0.0,4.0,5.0,0.0,-0.0,-0.0,-0.0,18.0,19.0,8.0
6,2004-06-07,2004.0,6.0,24.0,7.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5000000000000001,0.02093976166303524,0.6460925438300754,9.0,0.0,-0.0,7.0,3.0,0.0,-0.0,-0.0,-0.0,19.0,7.0,8.0
7,2004-06-08,2004.0,6.0,24.0,8.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5000000000000001,0.02093976166303524,0.6460925438300754,17.0,-0.0,0.0,7.0,2.0,-0.0,0.0,-0.0,0.0,8.0,15.0,9.0
8,2004-06-09,2004.0,6.0,24.0,9.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5000000000000001,0.02093976166303524,0.6460925438300754,18.0,0.0,-0.0,8.0,1.0,0.0,-0.0,-0.0,-0.0,8.0,19.0,9.0
9,2004-06-10,2004.0,6.0,24.0,10.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5000000000000001,0.02093976166303524,0.6460925438300754,17.0,0.0,1.0,6.0,8.0,1.0,-0.0,0.0,-0.0,8.0,18.0,9.0
