,datetime,year,month,week,day,night,morning,noon,evening,season_summer,season_winter,season_spring,season_monsoon,season_autumn,month_cos,month_sin,week_cos,week_sin, _dewptm_bars, _fog, _hail, _hum_bars, _pressurem_bars, _rain, _snow, _thunder, _tornado, _vism_bars, _wspdm_bars,Temp
0,01/10/2000,2000,10,39,1,1,0,0,0,0,0,0,0,1,0.75,0.066987298,0.455123578,0.0017562679999999998,15.0,-0.0,-0.0,7.0,12.0,0.0,-0.0,0.0,-0.0,16.0,13.0,7.0
1,02/10/2000,2000,10,40,2,1,0,0,0,0,0,0,0,1,0.75,0.066987298,0.514390233,0.0,15.0,0.0,0.0,14.0,15.0,0.0,-0.0,-0.0,0.0,8.0,10.0,6.0
2,03/10/2000,2000,10,40,3,1,0,0,0,0,0,0,0,1,0.75,0.066987298,0.514390233,0.0,12.0,-0.0,-0.0,13.0,14.0,0.0,-0.0,0.0,0.0,8.0,3.0,6.0
3,04/10/2000,2000,10,40,4,1,0,0,0,0,0,0,0,1,0.75,0.066987298,0.514390233,0.0,11.0,0.0,-0.0,18.0,16.0,-0.0,-0.0,0.0,-0.0,8.0,1.0,6.0
4,05/10/2000,2000,10,40,5,1,0,0,0,0,0,0,0,1,0.75,0.066987298,0.514390233,0.0,11.0,-0.0,0.0,14.0,14.0,-0.0,-0.0,-0.0,-0.0,8.0,1.0,7.0
5,06/10/2000,2000,10,40,6,1,0,0,0,0,0,0,0,1,0.75,0.066987298,0.514390233,0.0,12.0,0.0,-0.0,15.0,14.0,0.0,-0.0,0.0,-0.0,8.0,5.0,6.0
6,07/10/2000,2000,10,40,7,1,0,0,0,0,0,0,0,1,0.75,0.066987298,0.514390233,0.0,11.0,0.0,-0.0,12.0,16.0,0.0,-0.0,-0.0,-0.0,3.0,1.0,6.0
7,08/10/2000,2000,10,40,8,1,0,0,0,0,0,0,0,1,0.75,0.066987298,0.514390233,0.0,10.0,0.0,0.0,14.0,15.0,-0.0,0.0,0.0,-0.0,8.0,1.0,5.0
8,09/10/2000,2000,10,41,9,1,0,0,0,0,0,0,0,1,0.75,0.066987298,0.573448713,0.005262635999999999,9.0,0.0,-0.0,13.0,14.0,-0.0,0.0,-0.0,-0.0,8.0,5.0,5.0
9,10/10/2000,2000,10,41,10,1,0,0,0,0,0,0,0,1,0.75,0.066987298,0.573448713,0.005262635999999999,9.0,-0.0,0.0,16.0,14.0,-0.0,-0.0,0.0,0.0,8.0,4.0,5.0
10,11/10/2000,2000,10,41,11,1,0,0,0,0,0,0,0,1,0.75,0.066987298,0.573448713,0.005262635999999999,15.0,-0.0,-0.0,13.0,14.0,-0.0,-0.0,0.0,0.0,8.0,1.0,4.0
11,12/10/2000,2000,10,41,12,1,0,0,0,0,0,0,0,1,0.75,0.066987298,0.573448713,0.005262635999999999,14.0,-0.0,-0.0,16.0,15.0,-0.0,-0.0,-0.0,-0.0,8.0,1.0,4.0
12,13/10/2000,2000,10,41,13,1,0,0,0,0,0,0,0,1,0.75,0.066987298,0.573448713,0.005262635999999999,14.0,-0.0,-0.0,18.0,14.0,-0.0,0.0,0.0,0.0,8.0,1.0,4.0
13,14/10/2000,2000,10,41,14,1,0,0,0,0,0,0,0,1,0.75,0.066987298,0.573448713,0.005262635999999999,14.0,0.0,0.0,14.0,14.0,-0.0,0.0,0.0,-0.0,8.0,1.0,4.0
14,15/10/2000,2000,10,41,15,1,0,0,0,0,0,0,0,1,0.75,0.066987298,0.573448713,0.005262635999999999,14.0,0.0,0.0,14.0,15.0,0.0,-0.0,-0.0,-0.0,8.0,1.0,5.0
15,16/10/2000,2000,10,42,16,1,0,0,0,0,0,0,0,1,0.75,0.066987298,0.631469964,0.0174703,14.0,0.0,0.0,11.0,14.0,-0.0,-0.0,0.0,0.0,8.0,4.0,5.0
16,17/10/2000,2000,10,42,17,1,0,0,0,0,0,0,0,1,0.75,0.066987298,0.631469964,0.0174703,13.0,0.0,0.0,14.0,15.0,0.0,0.0,-0.0,0.0,8.0,1.0,6.0
17,18/10/2000,2000,10,42,18,1,0,0,0,0,0,0,0,1,0.75,0.066987298,0.631469964,0.0174703,11.0,0.0,-0.0,10.0,11.0,-0.0,0.0,0.0,0.0,8.0,1.0,6.0
18,19/10/2000,2000,10,42,19,1,0,0,0,0,0,0,0,1,0.75,0.066987298,0.631469964,0.0174703,11.0,0.0,-0.0,13.0,9.0,0.0,0.0,-0.0,-0.0,8.0,1.0,6.0
19,20/10/2000,2000,10,42,20,1,0,0,0,0,0,0,0,1,0.75,0.066987298,0.631469964,0.0174703,12.0,-0.0,-0.0,10.0,8.0,0.0,-0.0,-0.0,-0.0,8.0,1.0,7.0
20,21/10/2000,2000,10,42,21,1,0,0,0,0,0,0,0,1,0.75,0.066987298,0.631469964,0.0174703,6.0,0.0,-0.0,19.0,10.0,0.0,0.0,0.0,0.0,8.0,2.0,6.0
21,22/10/2000,2000,10,42,22,1,0,0,0,0,0,0,0,1,0.75,0.066987298,0.631469964,0.0174703,8.0,-0.0,-0.0,17.0,13.0,-0.0,-0.0,0.0,-0.0,8.0,1.0,6.0
22,23/10/2000,2000,10,43,23,1,0,0,0,0,0,0,0,1,0.75,0.066987298,0.687639497,0.036451622999999996,8.0,0.0,-0.0,16.0,10.0,0.0,0.0,-0.0,-0.0,8.0,1.0,6.0
23,24/10/2000,2000,10,43,24,1,0,0,0,0,0,0,0,1,0.75,0.066987298,0.687639497,0.036451622999999996,8.0,-0.0,0.0,11.0,13.0,-0.0,0.0,-0.0,-0.0,8.0,2.0,6.0
24,25/10/2000,2000,10,43,25,1,0,0,0,0,0,0,0,1,0.75,0.066987298,0.687639497,0.036451622999999996,13.0,0.0,-0.0,18.0,10.0,-0.0,0.0,0.0,-0.0,8.0,5.0,5.0
25,26/10/2000,2000,10,43,26,1,0,0,0,0,0,0,0,1,0.75,0.066987298,0.687639497,0.036451622999999996,9.0,-0.0,-0.0,19.0,10.0,-0.0,0.0,0.0,0.0,8.0,2.0,4.0
26,27/10/2000,2000,10,43,27,1,0,0,0,0,0,0,0,1,0.75,0.066987298,0.687639497,0.036451622999999996,14.0,0.0,0.0,17.0,11.0,-0.0,-0.0,-0.0,0.0,6.0,2.0,4.0
27,28/10/2000,2000,10,43,28,1,0,0,0,0,0,0,0,1,0.75,0.066987298,0.687639497,0.036451622999999996,14.0,0.0,0.0,14.0,12.0,-0.0,-0.0,-0.0,0.0,3.0,3.0,4.0
28,29/10/2000,2000,10,43,29,1,0,0,0,0,0,0,0,1,0.75,0.066987298,0.687639497,0.036451622999999996,14.0,0.0,0.0,18.0,12.0,-0.0,-0.0,-0.0,0.0,4.0,1.0,3.0
29,30/10/2000,2000,10,44,30,1,0,0,0,0,0,0,0,1,0.75,0.066987298,0.7411688129999999,0.06194014900000001,14.0,-0.0,0.0,17.0,12.0,0.0,-0.0,-0.0,0.0,4.0,2.0,4.0
30,31/10/2000,2000,10,44,31,1,0,0,0,0,0,0,0,1,0.75,0.066987298,0.7411688129999999,0.06194014900000001,15.0,-0.0,0.0,17.0,13.0,0.0,-0.0,-0.0,0.0,4.0,1.0,2.0
31,01/10/2001,2001,10,40,1,1,0,0,0,0,0,0,0,1,0.75,0.066987298,0.514390233,0.0,11.0,0.0,0.0,8.0,13.0,0.0,0.0,-0.0,0.0,3.0,1.0,3.0
32,02/10/2001,2001,10,40,2,1,0,0,0,0,0,0,0,1,0.75,0.066987298,0.514390233,0.0,12.0,-0.0,-0.0,13.0,12.0,-0.0,0.0,0.0,-0.0,8.0,1.0,4.0
33,03/10/2001,2001,10,40,3,1,0,0,0,0,0,0,0,1,0.75,0.066987298,0.514390233,0.0,9.0,0.0,0.0,12.0,12.0,-0.0,-0.0,-0.0,-0.0,8.0,2.0,4.0
34,04/10/2001,2001,10,40,4,1,0,0,0,0,0,0,0,1,0.75,0.066987298,0.514390233,0.0,9.0,-0.0,-0.0,15.0,11.0,0.0,-0.0,-0.0,0.0,8.0,1.0,2.0
35,05/10/2001,2001,10,40,5,1,0,0,0,0,0,0,0,1,0.75,0.066987298,0.514390233,0.0,11.0,-0.0,0.0,10.0,9.0,-0.0,-0.0,0.0,-0.0,3.0,3.0,3.0
36,06/10/2001,2001,10,40,6,1,0,0,0,0,0,0,0,1,0.75,0.066987298,0.514390233,0.0,11.0,0.0,0.0,18.0,11.0,-0.0,-0.0,0.0,-0.0,3.0,3.0,3.0
37,07/10/2001,2001,10,40,7,1,0,0,0,0,0,0,0,1,0.75,0.066987298,0.514390233,0.0,8.0,-0.0,-0.0,13.0,9.0,0.0,0.0,0.0,-0.0,3.0,1.0,5.0
38,08/10/2001,2001,10,41,8,1,0,0,0,0,0,0,0,1,0.75,0.066987298,0.573448713,0.005262635999999999,11.0,0.0,-0.0,10.0,12.0,0.0,0.0,0.0,-0.0,3.0,1.0,5.0
39,09/10/2001,2001,10,41,9,1,0,0,0,0,0,0,0,1,0.75,0.066987298,0.573448713,0.005262635999999999,11.0,0.0,0.0,12.0,9.0,0.0,0.0,-0.0,0.0,12.0,1.0,4.0
40,10/10/2001,2001,10,41,10,1,0,0,0,0,0,0,0,1,0.75,0.066987298,0.573448713,0.005262635999999999,11.0,-0.0,0.0,17.0,12.0,-0.0,-0.0,0.0,0.0,12.0,1.0,4.0
41,11/10/2001,2001,10,41,11,1,0,0,0,0,0,0,0,1,0.75,0.066987298,0.573448713,0.005262635999999999,12.0,0.0,0.0,19.0,11.0,-0.0,0.0,0.0,-0.0,14.0,3.0,5.0
42,12/10/2001,2001,10,41,12,1,0,0,0,0,0,0,0,1,0.75,0.066987298,0.573448713,0.005262635999999999,13.0,-0.0,-0.0,16.0,11.0,-0.0,0.0,-0.0,0.0,15.0,4.0,5.0
43,13/10/2001,2001,10,41,13,1,0,0,0,0,0,0,0,1,0.75,0.066987298,0.573448713,0.005262635999999999,15.0,0.0,0.0,18.0,10.0,-0.0,0.0,0.0,-0.0,8.0,4.0,6.0
44,14/10/2001,2001,10,41,14,1,0,0,0,0,0,0,0,1,0.75,0.066987298,0.573448713,0.005262635999999999,13.0,0.0,0.0,18.0,10.0,-0.0,-0.0,0.0,0.0,8.0,5.0,6.0
45,15/10/2001,2001,10,42,15,1,0,0,0,0,0,0,0,1,0.75,0.066987298,0.631469964,0.0174703,13.0,0.0,0.0,10.0,11.0,0.0,-0.0,-0.0,-0.0,6.0,1.0,6.0
46,16/10/2001,2001,10,42,16,1,0,0,0,0,0,0,0,1,0.75,0.066987298,0.631469964,0.0174703,11.0,0.0,-0.0,14.0,12.0,0.0,0.0,0.0,0.0,6.0,3.0,5.0
47,17/10/2001,2001,10,42,17,1,0,0,0,0,0,0,0,1,0.75,0.066987298,0.631469964,0.0174703,9.0,-0.0,-0.0,16.0,13.0,0.0,0.0,0.0,-0.0,6.0,1.0,5.0
48,18/10/2001,2001,10,42,18,1,0,0,0,0,0,0,0,1,0.75,0.066987298,0.631469964,0.0174703,9.0,0.0,-0.0,16.0,12.0,0.0,0.0,0.0,0.0,3.0,1.0,5.0
49,19/10/2001,2001,10,42,19,1,0,0,0,0,0,0,0,1,0.75,0.066987298,0.631469964,0.0174703,8.0,0.0,0.0,15.0,12.0,-0.0,0.0,0.0,0.0,8.0,1.0,5.0
50,20/10/2001,2001,10,42,20,1,0,0,0,0,0,0,0,1,0.75,0.066987298,0.631469964,0.0174703,8.0,0.0,0.0,16.0,13.0,-0.0,-0.0,-0.0,0.0,7.0,1.0,5.0
