,datetime,year,month,week,day,night,morning,noon,evening,season_summer,season_winter,season_spring,season_monsoon,season_autumn,month_cos,month_sin,week_cos,week_sin, _dewptm_bars, _fog, _hail, _hum_bars, _pressurem_bars, _rain, _snow, _thunder, _tornado, _vism_bars, _wspdm_bars,Temp
0,2004-07-01,2004.0,7.0,27.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.06698729810778059,0.2500000000000001,0.0,0.4703666721774404,19.0,0.0,0.0,13.0,0.0,-0.0,0.0,-0.0,-0.0,8.0,1.0,8.0
1,2004-07-02,2004.0,7.0,27.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.06698729810778059,0.2500000000000001,0.0,0.4703666721774404,19.0,-0.0,-0.0,13.0,2.0,-0.0,0.0,0.0,-0.0,8.0,1.0,9.0
2,2004-07-03,2004.0,7.0,27.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.06698729810778059,0.2500000000000001,0.0,0.4703666721774404,19.0,-0.0,-0.0,13.0,3.0,-0.0,0.0,-0.0,0.0,8.0,6.0,7.0
3,2004-07-04,2004.0,7.0,27.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.06698729810778059,0.2500000000000001,0.0,0.4703666721774404,19.0,0.0,-0.0,14.0,3.0,0.0,-0.0,-0.0,0.0,8.0,1.0,8.0
4,2004-07-05,2004.0,7.0,28.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.06698729810778059,0.2500000000000001,0.007012735030251739,0.4115160034978938,17.0,-0.0,0.0,13.0,2.0,-0.0,-0.0,0.0,0.0,8.0,20.0,7.0
5,2004-07-06,2004.0,7.0,28.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.06698729810778059,0.2500000000000001,0.007012735030251739,0.4115160034978938,18.0,-0.0,-0.0,19.0,2.0,-0.0,0.0,0.0,-0.0,8.0,1.0,7.0
6,2004-07-07,2004.0,7.0,28.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.06698729810778059,0.2500000000000001,0.007012735030251739,0.4115160034978938,17.0,0.0,-0.0,15.0,3.0,-0.0,-0.0,-0.0,0.0,8.0,1.0,8.0
7,2004-07-08,2004.0,7.0,28.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.06698729810778059,0.2500000000000001,0.007012735030251739,0.4115160034978938,17.0,0.0,0.0,16.0,3.0,0.0,-0.0,0.0,-0.0,8.0,9.0,7.0
8,2004-07-09,2004.0,7.0,28.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.06698729810778059,0.2500000000000001,0.007012735030251739,0.4115160034978938,16.0,0.0,-0.0,18.0,1.0,-0.0,0.0,-0.0,-0.0,8.0,7.0,7.0
9,2004-07-10,2004.0,7.0,28.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.06698729810778059,0.2500000000000001,0.007012735030251739,0.4115160034978938,17.0,-0.0,-0.0,19.0,1.0,-0.0,-0.0,-0.0,0.0,3.0,5.0,6.0
10,2004-07-11,2004.0,7.0,28.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.06698729810778059,0.2500000000000001,0.007012735030251739,0.4115160034978938,18.0,-0.0,0.0,14.0,2.0,-0.0,0.0,-0.0,0.0,3.0,16.0,6.0
11,2004-07-12,2004.0,7.0,29.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.06698729810778059,0.2500000000000001,0.02093976166303524,0.3539074561699246,18.0,0.0,-0.0,18.0,3.0,0.0,0.0,0.0,-0.0,8.0,10.0,7.0
12,2004-07-13,2004.0,7.0,29.0,13.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.06698729810778059,0.2500000000000001,0.02093976166303524,0.3539074561699246,19.0,0.0,0.0,15.0,2.0,-0.0,-0.0,0.0,0.0,8.0,1.0,7.0
